,hotel_name,review_text,review_type,polarity,word_count,sentence_count,avgwordsper_sentence,cleaned_text,sentiment_polarity,sentiment_subjectivity,emotion,pos_counts,entities,pronouns,action_verbs
10,sofitel,"Stayed at the Sofitel Chicago Water Tower for 3 nights in early April 2007. Very convenient location just a block from all of the shopping on the Golden Mile. Good restaurant at the hotel serving a la carte breakfast different from the usual fare and with a nice French twist. Dinner at the restaurant was also good. Prices are reasonable. Room is comfortable, only problem was with a card access door lock that usually required several swipes before opening. Excellent service from the bellmen to the concierge and front desk staff. Would definitely stay here again if visiting Chicago. Concierge recommended a small van tour, which was excellent. However early April is too early to visit Chicago as popular activities such as the boat tour of the architecture of Chicago was not operating yet.",truthful,positive,796,10,79.6,stayed sofitel chicago water tower 3 nights early april 2007. convenient location block shopping golden mile good restaurant hotel serving la carte breakfast different usual fare nice french twist dinner restaurant also good prices reasonable room comfortable problem card access door lock usually required several swipes opening excellent service bellmen concierge front desk staff would definitely stay visiting chicago concierge recommended small van tour excellent however early april early visit chicago popular activities boat tour architecture chicago operating yet,0.26578947368421046,0.5210526315789474,Trust,"Counter({'NOUN': 32, 'ADJ': 18, 'VERB': 10, 'PROPN': 10, 'ADV': 5, 'NUM': 2, 'PUNCT': 1, 'DET': 1, 'AUX': 1})","[('chicago', 'GPE'), ('3 nights early april 2007', 'DATE'), ('french', 'NORP'), ('chicago', 'GPE'), ('early april', 'DATE'), ('chicago', 'GPE'), ('chicago', 'GPE')]",[],"['stayed', 'shopping', 'serving', 'required', 'opening', 'concierge', 'stay', 'visiting', 'recommended', 'operating']"
11,sofitel,"On a recent trip to Chicago to attend a major trade show I had the pleasure of staying with the Sofitel Chicago Water Tower. I say stay with as that is how they make you feel, from check in to check out they go above and beyond to ensure your stay is perfect and you want to return. The rooms are clean, chic and roomy, the beds - the best I have slept in, bathrooms large and super clean. What can I say, my new home when in Chicago...",truthful,positive,436,4,109.0,recent trip chicago attend major trade show pleasure staying sofitel chicago water tower say stay make feel check check go beyond ensure stay perfect want return rooms clean chic roomy beds best slept bathrooms large super clean say new home chicago ...,0.3866462241462242,0.5555315055315054,Trust,"Counter({'NOUN': 14, 'VERB': 11, 'ADJ': 8, 'PROPN': 6, 'ADP': 1, 'ADV': 1, 'PUNCT': 1})","[('chicago', 'GPE'), ('chicago', 'GPE'), ('chicago', 'GPE')]",[],"['attend', 'staying', 'say', 'stay', 'make', 'feel', 'go', 'stay', 'want', 'slept', 'say']"
12,hilton,"I stayed at this hotel over the weekend of the Chicago Bears Fan Convention (Feb 27- March 1). The hotel is beautiful. I had a Towers room. I had a decent view of the city (Sears Tower). The room was a little small but had two bathrooms (1 King bed). The Tower room has it's own registration area and comes with a free continental breakfast, evening snacks and free sodas throughout the day. The registration/ lounge is on the 24th floor and overlooks Lake Michigan. The hotel was full but service was excellent. The location is convenient but there are a number of homeless people within a block or two (especially toward the El train). We loved our stay at this hotel and never had to take a cab or rent a car. I will stay here again. Hilton offered a Sunday night free on their website with a 3 day stay. This made the cost reasonable (for Chicago). However, the Pavilion restaurant left a lot to be desired. The pub on the first floor was a good place to hang out and have a drink.",truthful,positive,985,15,65.66666666666667,stayed hotel weekend chicago bears fan convention feb 27- march 1 hotel beautiful towers room decent view city sears tower room little small two bathrooms 1 king bed tower room 's registration area comes free continental breakfast evening snacks free sodas throughout day registration/ lounge 24th floor overlooks lake michigan hotel full service excellent location convenient number homeless people within block two especially toward el train loved stay hotel never take cab rent car stay hilton offered sunday night free website 3 day stay made cost reasonable chicago however pavilion restaurant left lot desired pub first floor good place hang drink,0.33194444444444443,0.6566666666666666,Trust,"Counter({'NOUN': 44, 'ADJ': 16, 'PROPN': 15, 'VERB': 14, 'NUM': 5, 'ADP': 3, 'PART': 2, 'ADV': 2})","[('weekend', 'DATE'), ('chicago', 'GPE'), ('1', 'CARDINAL'), ('two', 'CARDINAL'), ('1', 'CARDINAL'), ('evening', 'TIME'), ('24th', 'ORDINAL'), ('two', 'CARDINAL'), ('el train', 'ORG'), ('hilton', 'PERSON'), ('sunday', 'DATE'), ('night', 'TIME'), ('3 day', 'DATE'), ('chicago', 'GPE'), ('first', 'ORDINAL')]",[],"['stayed', 'bears', 'comes', 'snacks', 'loved', 'stay', 'take', 'stay', 'offered', 'stay', 'made', 'left', 'desired', 'drink']"
13,monaco,"Hotel Monaco is in a really great location, only a block away from the Miracle mile and a couple of blocks from Millenium Park. Sears Tower is also well within walking distance and if you don't mind walking you won't have a problem walking to Greek Town and Lincoln Park (we did). The daily, complimentary, wine hour is a really nice touch that we unfortunately were only around once to try out. If you can, leave your car behind, you won't need it and the parking is quite pricey, which is not very surprising considering the location. Everything was clean, fresh and modern and the staff very helpful. The only bad thing was that the noise from the elevated train around ""the loop"" was quite loud and that our room happened to be next to the maid's supply room so it was quite busy in the morning.",truthful,positive,799,6,133.16666666666666,hotel monaco really great location block away miracle mile couple blocks millenium park sears tower also well within walking distance n't mind walking wo n't problem walking greek town lincoln park daily complimentary wine hour really nice touch unfortunately around try leave car behind wo n't need parking quite pricey surprising considering location everything clean fresh modern staff helpful bad thing noise elevated train around `` loop '' quite loud room happened next maid 's supply room quite busy morning,0.12444444444444448,0.5144444444444445,Trust,"Counter({'NOUN': 25, 'ADJ': 14, 'ADV': 10, 'VERB': 10, 'PROPN': 9, 'PART': 4, 'ADP': 3, 'PUNCT': 3, 'AUX': 2, 'PRON': 1})","[('hotel monaco', 'ORG'), ('sears tower', 'FAC'), ('greek', 'NORP'), ('lincoln park', 'ORG'), ('daily', 'DATE')]",['everything'],"['mind', 'walking', 'problem', 'walking', 'try', 'leave', 'need', 'considering', 'elevated', 'happened']"
14,sofitel,"We just got back from 3 nights at the Sofitel. We really have nothing bad or negative to say about it. We've stayed at other higher end hotels in Chicago such as the Park Hyatt, The Peninsula, and The Four Seasons - and the Sofitel tops them all. It's a 4 star hotel with 3 star prices. It's a beautiful hotel all the way around. Staff is uniformly friendly without being patronizing. They were helpful with the one small problem we had and solved it quickly. The common areas are fresh and modern in appearance. The room was very clean with comfortable beds and well-appointed marble-accented baths. My wife loved the huge tub. We had breakfast via roomservice every morning and it was always hot and delicious. The robes and Evian at turndown was always appreciated. The property is ideally situated in the middle of the Gold Coast and all the best shopping and eating is within a short walk. Want a Bentley or latte? They're all close by. This was our second stay since it opened and I'm sure it's to be our home away from home when we are in Chicago.",truthful,positive,1054,16,65.875,got back 3 nights sofitel really nothing bad negative say 've stayed higher end hotels chicago park hyatt peninsula four seasons sofitel tops 's 4 star hotel 3 star prices 's beautiful hotel way around staff uniformly friendly without patronizing helpful one small problem solved quickly common areas fresh modern appearance room clean comfortable beds well-appointed marble-accented baths wife loved huge tub breakfast via roomservice every morning always hot delicious robes evian turndown always appreciated property ideally situated middle gold coast best shopping eating within short walk want bentley latte 're close second stay since opened 'm sure 's home away home chicago,0.2642361111111111,0.5252314814814815,Trust,"Counter({'NOUN': 35, 'ADJ': 22, 'VERB': 14, 'ADV': 11, 'PROPN': 6, 'NUM': 5, 'AUX': 4, 'ADP': 4, 'PUNCT': 3, 'PART': 2, 'PRON': 1, 'DET': 1, 'SCONJ': 1})","[('3 nights', 'QUANTITY'), ('chicago', 'GPE'), ('four seasons', 'MONEY'), ('4', 'CARDINAL'), ('3', 'CARDINAL'), ('one', 'CARDINAL'), ('every morning', 'TIME'), ('second', 'ORDINAL'), ('chicago', 'GPE')]",['nothing'],"['got', 'say', 'stayed', 'patronizing', 'solved', 'appointed', 'accented', 'loved', 'appreciated', 'situated', 'eating', 'want', 'opened', 'm']"
15,hilton,"We loved the hotel. When I see other posts about it being shabby I can't for the life of me figure out what they are talking about. Rooms were large with TWO bathrooms, lobby was fabulous, pool was large with two hot tubs and huge gym, staff was courteous. For us, the location was great--across the street from Grant Park with a great view of Buckingham Fountain and close to all the museums and theatres. I'm sure others would rather be north of the river closer to the Magnificent Mile but we enjoyed the quieter and more scenic location. Got it for $105 on Hotwire. What a bargain for such a nice hotel.",truthful,positive,607,7,86.71428571428571,loved hotel see posts shabby ca n't life figure talking rooms large two bathrooms lobby fabulous pool large two hot tubs huge gym staff courteous us location great -- across street grant park great view buckingham fountain close museums theatres 'm sure others would rather north river closer magnificent mile enjoyed quieter scenic location got 105 hotwire bargain nice hotel,0.5368131868131868,0.8073870573870573,Joy,"Counter({'NOUN': 21, 'ADJ': 14, 'VERB': 12, 'PROPN': 4, 'NUM': 3, 'AUX': 2, 'ADV': 2, 'PART': 1, 'PUNCT': 1, 'ADP': 1})","[('two', 'CARDINAL'), ('two', 'CARDINAL'), ('north river', 'LOC'), ('105', 'CARDINAL')]",[],"['loved', 'see', 'figure', 'talking', 'lobby', 'fountain', ""'"", 'm', 'north', 'river', 'enjoyed', 'got']"
16,sofitel,"Sometimes you just can't find fault with a hotel, even if you tried. Such was the case with Sofitel, where we'd never stayed before. It's a sleek, modern, sophisticated hotel with European touches. We spent three days there on a leisure weekend, we had a 29th floor king room looking directly at the Hancock Building, at a total cost including taxes and lugs of about $165 a night. The room was average sized, well-appointed, everything in it worked, and it had a fabulous view of the Chicago high-rise jungle, including snippets of the lake. The public areas were wonderfully decorated. The restaurant served a good breakfast at, for Chicago, reasonable prices. The staff was excellent. My wife broke her ankle several weeks before we visited and was on crutches. The staff loaned us a wheelchair and was very helpful in assisting her.",truthful,positive,836,10,83.6,sometimes ca n't find fault hotel even tried case sofitel 'd never stayed 's sleek modern sophisticated hotel european touches spent three days leisure weekend 29th floor king room looking directly hancock building total cost including taxes lugs 165 night room average sized well-appointed everything worked fabulous view chicago high-rise jungle including snippets lake public areas wonderfully decorated restaurant served good breakfast chicago reasonable prices staff excellent wife broke ankle several weeks visited crutches staff loaned us wheelchair helpful assisting,0.275,0.5154761904761905,Trust,"Counter({'NOUN': 34, 'VERB': 18, 'ADJ': 13, 'ADV': 6, 'PROPN': 3, 'AUX': 2, 'PART': 2, 'NUM': 2, 'PUNCT': 2, 'PRON': 2})","[('european', 'NORP'), ('three days', 'DATE'), ('weekend 29th', 'DATE'), ('165', 'CARDINAL'), ('chicago', 'GPE'), ('chicago', 'GPE'), ('several weeks', 'DATE')]","['everything', 'us']","['find', 'tried', 'stayed', 'spent', 'looking', 'building', 'including', 'sized', 'appointed', 'worked', 'including', 'lake', 'decorated', 'served', 'staff', 'broke', 'visited', 'loaned']"
17,monaco,"This is a great hotel! From the doorman who greeted us as we arrived, to the young man at the reservation desk to the young woman serving complimentarily wine, everyone was very friendly and helpful. We were ""strangers but for a minute!"" The room was extremely clean, well appointed and we had a pretty view of the Chicago River, especially enjoyed from the large window seats. Loved the purple polka-dot paper on the toilet paper roll! Hallways were large and quiet. The restaurant next door, South Water Kitchen is very nice too. The location is in walking distance of the theatres, parks, the river (take a cruise), Michigan Ave. It's ideal. The only negative is that the concierges were not nearly as friendly or inviting as the rest of the staff nor were they very helpful. For a self-sufficient traveler, you wouldn't really need their services (although it is nice) but for someone coming to Chicago for the first time, a concierge can be very helpful. I would definately stay at this hotel again and would recommend it.",truthful,positive,1027,12,85.58333333333333,great hotel doorman greeted us arrived young man reservation desk young woman serving complimentarily wine everyone friendly helpful `` strangers minute '' room extremely clean well appointed pretty view chicago river especially enjoyed large window seats loved purple polka-dot paper toilet paper roll hallways large quiet restaurant next door south water kitchen nice location walking distance theatres parks river take cruise michigan ave. 's ideal negative concierges nearly friendly inviting rest staff helpful self-sufficient traveler would n't really need services although nice someone coming chicago first time concierge helpful would definately stay hotel would recommend,0.33390022675736963,0.5558956916099773,Trust,"Counter({'NOUN': 36, 'ADJ': 22, 'VERB': 14, 'PROPN': 8, 'ADV': 7, 'PUNCT': 5, 'PRON': 3, 'AUX': 3, 'PART': 2, 'SCONJ': 1})","[('chicago', 'GPE'), ('chicago', 'GPE'), ('first', 'ORDINAL')]","['us', 'everyone', 'someone']","['greeted', 'arrived', 'serving', 'appointed', 'enjoyed', 'loved', 'hallways', 'walking', 'take', 'inviting', 'need', 'coming', 'stay', 'recommend']"
18,sofitel,"I stayed for four nights while attending a conference. The hotel is in a great spot - easy walk to Michigan Ave shopping or Rush St., but just off the busy streets. The room I had was spacious, and very well-appointed. The staff was friendly, and the fitness center, while not huge, was well-equipped and clean. I've stayed at a number of hotels in Chicago, and this one is my favorite. Internet wasn't free, but at $10 for 24 hours is cheaper than most business hotels, and it worked very well.",truthful,positive,495,6,82.5,stayed four nights attending conference hotel great spot easy walk michigan ave shopping rush st. busy streets room spacious well-appointed staff friendly fitness center huge well-equipped clean 've stayed number hotels chicago one favorite internet n't free 10 24 hours cheaper business hotels worked well,0.3638888888888889,0.6537037037037038,Trust,"Counter({'NOUN': 15, 'ADJ': 10, 'VERB': 8, 'PROPN': 7, 'NUM': 4, 'ADV': 3, 'PUNCT': 2, 'AUX': 1, 'PART': 1})","[('four nights', 'TIME'), ('michigan', 'GPE'), ('chicago', 'GPE'), ('one', 'CARDINAL'), ('10 24 hours', 'TIME')]",[],"['stayed', 'attending', 'room', 'appointed', 'equipped', ""'"", 'stayed', 'worked']"
19,monaco,"We loved this hotel and would definitely come back. Initially we weren't given a goldfish, which was disappointing, but then we left a tip for the housekeeper, and she rewarded us with one. We had fun sipping wine and playing Wii in the lobby every afternoon. The staff were quite friendly and helpful, even printing our boarding passes for us. Our room was very comfortable, with a cozy little alcove at the window where we read the paper. At first we were worried about noise, since our room was next to the elevator, but we hardly heard it, and didn't notice any street noise either. The hotel is colorfully and tastefully decorated, well-lit, and ideally located.",truthful,positive,667,7,95.28571428571429,loved hotel would definitely come back initially n't given goldfish disappointing left tip housekeeper rewarded us one fun sipping wine playing wii lobby every afternoon staff quite friendly helpful even printing boarding passes us room comfortable cozy little alcove window read paper first worried noise since room next elevator hardly heard n't notice street noise either hotel colorfully tastefully decorated well-lit ideally located,0.12161458333333333,0.4390625,Trust,"Counter({'NOUN': 21, 'VERB': 13, 'ADV': 11, 'ADJ': 10, 'PART': 2, 'AUX': 1, 'PRON': 1, 'NUM': 1, 'DET': 1, 'PROPN': 1, 'SCONJ': 1, 'CCONJ': 1, 'PUNCT': 1})","[('first', 'ORDINAL')]",['us'],"['loved', 'come', 'given', 'rewarded', 'sipping', 'playing', 'printing', 'passes', 'heard', 'notice', 'decorated', 'lit', 'located']"
